
Akram Khan,44,44,2,976,65,23.23,1721,3,5,0,56.71
TLW Cooper,23,22,2,976,101,48.8,1391,0,8,1,70.16
Javed Ahmadi,44,41,0,976,81,23.8,1291,2,7,0,75.6
Naeem Islam,59,51,15,975,84,27.08,1473,5,5,0,66.19
DF Watts,36,35,1,974,101,28.64,1559,4,9,1,62.47
Waqar Younis,262,139,45,969,37,10.3,1445,15,0,0,67.05
Fawad Alam,38,36,12,966,114,40.25,1297,3,6,1,74.47
SA Thomson,56,52,10,964,83,22.95,1427,2,5,0,67.55
JF Mooney,64,55,14,963,96,23.48,1215,6,3,0,79.25
GM Ritchie,44,42,7,959,84,27.4,1479,2,6,0,64.84
HH Pandya,54,38,6,957,83,29.9,828,3,4,0,115.57
RR Watson,35,35,4,956,123,30.83,1286,4,6,1,74.33
MD Marshall,136,83,19,955,66,14.92,1246,5,2,0,76.64
SF Mire,47,47,0,955,112,20.31,1190,4,3,1,80.25
Imad Wasim,53,39,16,952,63,41.39,868,1,5,0,109.67
MG Johnson,153,91,32,951,73,16.11,987,6,2,0,96.35
RS Madugalle,63,56,5,950,73,18.62,1574,4,3,0,60.35
NT Broom,39,39,4,943,109,26.94,1161,7,5,1,81.22
A Kumble,271,136,47,938,26,10.53,1536,18,0,0,61.06
CM Spearman,51,50,0,936,86,18.72,1202,6,5,0,77.87
RV Uthappa,46,42,6,934,86,25.94,1031,4,6,0,90.59
W Barresi,32,31,5,927,137,35.65,1225,4,6,1,75.67
AN Kervezee,39,36,3,924,92,28,1263,2,4,0,73.15
S Dhaniram,44,41,4,915,92,24.72,1126,2,6,0,81.26
AJ Hall,88,56,13,905,81,21.04,1206,5,3,0,75.04
Rashid Khan,71,56,9,905,60,19.25,906,6,4,0,99.88
MJ Santner,69,54,21,898,67,27.21,1021,3,2,0,87.95
TD Paine,35,35,3,890,111,27.81,1257,1,5,1,70.8
KL Rahul,26,25,4,889,111,42.33,1098,2,5,3,80.96
JWA Taylor,27,26,5,887,101,42.23,1107,2,7,1,80.12
J Srinath,229,121,38,883,53,10.63,1109,19,1,0,79.62
Yashpal Sharma,42,40,9,883,89,28.48,1401,0,4,0,63.02
TT Bresnan,85,64,20,871,80,19.79,965,6,1,0,90.25
SHT Kandamby,39,36,6,870,93,29,1250,2,5,0,69.6
AC Voges,31,28,9,870,112,45.78,998,0,4,1,87.17
DJ Richardson,122,77,33,868,53,19.72,1298,6,1,0,66.87
MA Vermeulen,43,43,4,868,92,22.25,1227,4,6,0,70.74
HK Badani,40,36,10,867,100,33.34,1180,1,4,1,73.47
GO Jones,51,43,8,862,80,24.62,1117,1,4,0,77.17
TT Samaraweera,53,42,11,862,105,27.8,1244,4,0,2,69.29
SB Smith,28,24,2,861,117,39.13,1319,1,8,2,65.27
DL Amiss,18,18,0,859,137,47.72,1185,0,1,4,72.48
RA Harper,105,73,20,855,45,16.13,1162,5,0,0,73.58
WB Phillips,48,41,6,852,75,24.34,994,1,6,0,85.71
CWJ Athey,31,30,3,848,142,31.4,1495,1,4,2,56.72
RS Kalpage,86,69,28,844,51,20.58,1320,2,1,0,63.93
MAR Samarasekera,39,39,2,844,76,22.81,1207,2,4,0,69.92
D Ganga,35,34,1,843,71,25.54,1414,5,9,0,59.61
CA Ingram,31,29,3,843,124,32.42,1024,5,3,3,82.32
BM McMillan,78,52,16,841,127,23.36,1147,3,0,1,73.32
CK Coventry,39,35,1,831,194,24.44,937,5,3,1,88.68
Anshuman Rath,18,18,2,828,143,51.75,1080,1,7,1,76.66
PJ Moor,49,45,5,827,58,20.67,1225,3,4,0,67.51
DW Hookes,39,36,2,826,76,24.29,1146,3,5,0,72.07
PJ Hughes,25,24,1,826,138,35.91,1100,1,4,2,75.09
AI Kallicharran,31,28,4,826,78,34.41,1329,0,6,0,62.15
JR Ratnayeke,78,69,14,824,50,14.98,1571,4,1,0,52.45
GN Yallop,30,27,6,823,66,39.19,1288,1,7,0,63.89
AC Waller,39,38,3,818,83,23.37,1172,4,4,0,69.79
DM de Silva,42,39,7,814,84,25.43,1073,3,4,0,75.86
Sharjeel Khan,25,25,0,812,152,32.48,716,2,6,1,113.4
YK Pathan,57,41,11,810,123,27,713,7,3,2,113.6
AT Carey,29,26,6,804,85,40.2,874,1,4,0,91.99
JM Davison,32,32,2,799,111,26.63,767,5,5,1,104.17
Aminul Islam,39,39,5,794,70,23.35,1403,5,3,0,56.59
Z Khan,200,101,35,792,34,12,1078,15,0,0,73.46
GB Hogg,123,65,26,790,71,20.25,1004,9,2,0,78.68
Majid Khan,23,22,1,786,109,37.42,1052,1,7,1,74.71
S Wettimuny,35,33,1,786,86,24.56,1636,1,4,0,48.04
Babar Hayat,22,22,2,784,89,39.2,999,3,8,0,78.47
R Lamba,32,31,2,783,102,27,1166,2,6,1,67.15
IH Romaine,35,34,3,783,101,25.25,1222,5,4,1,64.07
JA Morkel,58,43,10,782,97,23.69,780,1,2,0,100.25
Wasim Raja,54,45,10,782,60,22.34,1168,6,2,0,66.95
Abdur Razzak,153,97,39,779,53,13.43,1020,12,1,0,76.37
AR White,61,46,3,776,79,18.04,1235,4,1,0,62.83
Liton Das,33,33,2,768,121,24.77,871,4,3,1,88.17
Saleem Yousuf,86,62,19,768,62,17.86,1024,5,4,0,75
CN Evans,53,47,5,764,96,18.19,1006,3,2,0,75.94
Rizwan Cheema,33,32,1,764,94,24.64,685,3,6,0,111.53
KWR Fletcher,24,22,3,757,131,39.84,1134,0,5,1,66.75
J Dyson,29,27,4,755,79,32.82,1553,1,4,0,48.61
AR Cusack,59,47,14,745,71,22.57,1159,8,2,0,64.27
AG Cremer,96,71,20,744,58,14.58,1196,7,1,0,62.2
G Fowler,26,26,2,744,81,31,1321,2,4,0,56.32
DT Johnston,67,53,15,743,45,19.55,785,3,0,0,94.64
Manzoor Elahi,54,46,13,741,50,22.45,827,1,1,0,89.6
AM Samad,27,27,2,740,130,29.6,1045,2,2,1,70.81
A Vala,27,27,0,739,104,27.37,1082,1,2,1,68.29
PA Patel,38,34,3,736,95,23.74,962,2,4,0,76.5
Sohaib Maqsood,26,25,2,735,89,31.95,881,1,5,0,83.42
MW Machan,23,22,0,734,114,33.36,952,1,3,1,77.1
CJ Nevin,37,36,0,732,74,20.33,1000,4,4,0,73.2
N Pooran,19,17,3,728,118,52,661,1,5,1,110.13
CJ Tavare,29,28,2,720,83,27.69,1471,1,4,0,48.94
TP Ura,26,26,0,718,151,27.61,892,2,2,1,80.49
MA Ealham,64,45,4,716,45,17.46,1092,4,0,0,65.56
IJ Harvey,73,51,11,715,48,17.87,811,2,0,0,88.16
Muhammad Usman,30,30,4,713,80,27.42,928,2,3,0,76.83
Saqlain Mushtaq,169,98,38,711,37,11.85,1434,13,0,0,49.58
LJ Wright,50,39,4,707,52,20.2,820,5,2,0,86.21
Mohammad Rizwan,32,28,7,705,115,33.57,787,1,3,2,89.58
J Mubarak,40,37,6,704,72,22.7,1115,1,4,0,63.13
PA Wallace,33,33,0,701,103,21.24,1151,4,2,1,60.9
SM Ervine,42,34,7,698,100,25.85,816,5,2,1,85.53
PL Symcox,80,54,13,694,61,16.92,830,6,3,0,83.61
Rameez Shahzad,15,15,2,691,121,53.15,817,1,4,2,84.57
PAJ DeFreitas,103,66,23,690,67,16.04,823,4,1,0,83.83
N Deonarine,31,29,3,682,65,26.23,989,0,4,0,68.95
Wahab Riaz,89,64,15,680,54,13.87,787,12,2,0,86.4
JR Murray,55,36,6,678,86,22.6,929,4,5,0,72.98
TG Southee,140,85,32,676,55,12.75,686,12,1,0,98.54
R Ashwin,111,61,19,675,65,16.07,776,6,1,0,86.98
Nizakat Khan,20,20,0,675,94,33.75,814,0,3,0,82.92
M Muralitharan,350,162,63,674,33,6.8,869,25,0,0,77.56
IM Chappell,16,16,2,673,86,48.07,874,0,8,0,77
DA Marillier,48,41,4,672,100,18.16,949,4,3,1,70.81
Rohan Mustafa,34,33,0,671,109,20.33,985,3,1,1,68.12
R Powell,34,31,3,670,101,23.92,806,2,2,1,83.12
UC Hathurusingha,35,33,1,669,66,20.9,1318,3,4,0,50.75
AC Botha,42,38,4,666,56,19.58,970,5,2,0,68.65
HE van der Dussen,18,14,5,664,95,73.77,811,0,7,0,81.87
CJ Ferguson,30,25,9,663,71,41.43,777,0,5,0,85.32
LE Plunkett,89,50,19,646,56,20.83,629,3,1,0,102.7
S Ramesh,24,24,1,646,82,28.08,1092,3,6,0,59.15
AK Markram,26,24,1,643,67,27.95,755,1,2,0,85.16
Qasim Umar,31,31,3,642,69,22.92,1125,3,4,0,57.06
Abdul Qadir,104,68,26,641,41,15.26,849,6,0,0,75.5
DL Hemp,22,22,3,641,102,33.73,912,4,4,1,70.28
CEL Ambrose,176,96,36,639,31,10.65,985,13,0,0,64.87
BMAJ Mendis,58,44,10,636,72,18.7,769,2,1,0,82.7
C de Grandhomme,38,29,6,633,74,27.52,590,2,3,0,107.28
JF Reid,25,24,1,633,88,27.52,1084,0,4,0,58.39
DLS van Bunge,37,31,1,633,80,21.1,953,2,3,0,66.42
PSP Handscomb,22,20,1,632,117,33.26,649,2,4,1,97.38
RMH Binny,72,49,10,629,57,16.12,1046,4,1,0,60.13
GR Larsen,121,70,27,629,37,14.62,970,6,0,0,64.84
AM Blignaut,54,41,8,626,63,18.96,589,3,5,0,106.28
DJ Nash,81,53,13,624,42,15.6,940,3,0,0,66.38
DN Patel,75,63,10,623,71,11.75,868,6,1,0,71.77
RR Patel,39,35,4,621,92,20.03,978,3,2,0,63.49
GRJ Matthews,59,50,13,619,54,16.72,911,5,1,0,67.94
WV Raman,27,27,1,617,114,23.73,1109,6,3,1,55.63
GJ Rennie,40,37,6,617,76,19.9,928,5,2,0,66.48
SFAF Bacchus,29,26,3,612,80,26.6,928,2,3,0,65.94
RJ Ratnayake,70,55,18,612,33,16.54,705,4,0,0,86.8
J Botha,78,50,18,609,46,19.03,710,2,0,0,85.77
D Gough,159,87,38,609,46,12.42,947,10,0,0,64.3
AJ Hollioake,35,30,6,606,83,25.25,807,1,3,0,75.09
RW Chakabva,38,35,2,599,78,18.15,1017,2,1,0,58.89
RIC Holder,37,31,6,599,65,23.96,876,4,2,0,68.37
RT Robinson,26,26,0,597,83,22.96,1026,2,3,0,58.18
BM Laird,23,23,3,594,117,29.7,1105,0,2,1,53.75
Mansoor Akhtar,41,35,1,593,47,17.44,1148,1,0,0,51.65
W Larkins,25,24,0,591,124,24.62,1047,3,0,1,56.44
LOB Cann,26,25,3,590,52,26.81,504,3,1,0,117.06
AU Rashid,99,43,12,588,69,18.96,574,4,1,0,102.43
FDM Karunaratne,28,24,2,586,97,26.63,801,3,4,0,73.15
RJ Nicol,22,21,2,586,146,30.84,776,2,2,2,75.51
SB Joshi,69,45,11,584,61,17.17,653,4,1,0,89.43
RT Latham,33,33,4,583,60,20.1,1008,3,1,0,57.83
Khurram Khan,16,16,2,582,132,41.57,725,0,3,1,80.27
R Mutumbami,33,31,2,582,74,20.06,814,3,3,0,71.49
JL Carter,33,28,3,581,54,23.24,822,1,3,0,70.68
GH Dockrell,87,57,22,579,62,16.54,835,5,2,0,69.34
DAS Gunaratne,31,25,4,575,114,27.38,724,0,1,1,79.41
BJ Hodge,25,21,2,575,123,30.26,657,3,3,1,87.51
MJR Rindel,22,22,1,575,106,27.38,860,1,2,1,66.86
Tushar Imran,41,40,0,574,65,14.35,970,8,2,0,59.17
BJ Watling,28,25,2,573,96,24.91,838,3,5,0,68.37
C White,51,41,5,568,57,15.77,928,9,1,0,61.2
SL Malinga,226,119,36,567,56,6.83,761,26,1,0,74.5
RM Haq,54,40,6,566,71,16.64,931,6,3,0,60.79
KS More,94,65,22,563,42,13.09,808,5,0,0,69.67
HG Munsey,25,25,3,562,61,25.54,732,3,2,0,76.77
CR Brathwaite,44,37,3,559,101,16.44,614,2,1,1,91.04
Mominul Haque,28,26,1,557,60,22.28,749,1,3,0,74.36
Aamer Malik,24,23,1,556,90,25.27,989,1,5,0,56.21
RJ Peterson,79,41,14,556,68,20.59,688,4,1,0,80.81
GS Blewett,32,30,3,551,57,20.4,889,3,2,0,61.97
JN Mohammed,28,24,1,551,91,23.95,795,2,4,0,69.3
Mosaddek Hossain,35,30,10,549,52,27.45,633,1,2,0,86.72
AL Phehlukwayo,52,32,15,549,69,32.29,610,3,1,0,90
TJ Friend,51,39,5,548,91,16.11,724,5,3,0,75.69
T Duffin,23,23,0,546,88,23.73,993,1,3,0,54.98
Mohammad Wasim,25,25,2,543,76,23.6,1043,4,3,0,52.06
XM Marshall,33,33,3,542,157,18.06,810,6,1,1,66.91
AP Kuiper,25,23,7,539,63,33.68,662,0,3,0,81.41
P Willey,26,24,1,538,64,23.39,855,3,5,0,62.92
MC Snedden,93,54,19,535,64,15.28,843,4,1,0,63.46
Athar Ali Khan,19,19,1,532,82,29.55,945,3,3,0,56.29
IS Billcliff,19,19,0,529,93,27.84,793,0,4,0,66.7
SCJ Broad,121,68,25,529,45,12.3,709,8,0,0,74.61
NN Odhiambo,69,53,9,528,66,12,737,9,1,0,71.64
B Kumar,114,52,15,526,53,14.21,703,8,1,0,74.82
Naved-ul-Hasan,74,51,18,524,33,15.87,620,4,0,0,84.51
Amjad Ali,17,17,0,520,98,30.58,680,0,3,0,76.47
LK Germon,37,31,5,519,89,19.96,787,2,3,0,65.94
Mudassar Bukhari,46,34,4,516,71,17.2,671,4,2,0,76.9
TAM Siriwardana,27,24,1,516,66,22.43,525,1,3,0,98.28
KM Dabengwa,37,34,7,514,45,19.03,851,4,0,0,60.39
PK Amre,37,30,5,513,84,20.52,799,1,2,0,64.2
Dawlat Zadran,82,56,27,513,47,17.68,664,7,0,0,77.25
KD Walters,28,24,6,513,59,28.5,732,1,2,0,70.08
JG Bracewell,53,43,12,512,43,16.51,717,6,0,0,71.4
DP Viljoen,53,43,7,512,63,14.22,827,5,2,0,61.91
JM Brearley,25,24,3,510,78,24.28,1120,6,3,0,45.53
WD Parnell,65,38,14,508,56,21.16,648,3,1,0,78.39
AO Suji,60,46,7,506,67,12.97,977,1,1,0,51.79
AN Petersen,21,19,1,504,80,28,610,0,4,0,82.62
Taufeeq Umar,22,22,1,504,81,24,895,0,3,0,56.31
PR Reiffel,92,57,21,503,58,13.97,709,5,1,0,70.94
AR Nurse,54,40,14,502,44,19.3,513,2,0,0,97.85
JE Emburey,61,45,10,501,34,14.31,664,3,0,0,75.45
Ghulam Shabber,23,23,0,500,90,21.73,800,2,4,0,62.5
GP Swann,79,48,12,500,34,13.88,553,3,0,0,90.41
JH Davey,31,28,6,497,64,22.59,742,2,2,0,66.98
JJ Tucker,26,26,1,496,52,19.84,726,1,1,0,68.31
DJ Callaghan,29,25,6,493,169,25.94,726,2,0,1,67.9
Mohammad Mithun,24,21,2,493,63,25.94,659,1,4,0,74.81
Naimur Rahman,29,27,2,488,47,19.52,771,3,0,0,63.29
JWM Dalrymple,27,26,1,487,67,19.48,672,2,2,0,72.47
AC Cummins,76,49,13,486,44,13.5,586,4,0,0,82.93
R McLaren,54,41,15,485,71,18.65,680,3,1,0,71.32
MRJ Veletta,20,19,4,484,68,32.26,642,2,2,0,75.38
CS Baugh,47,35,11,482,49,20.08,719,2,0,0,67.03
AA Mulla,24,24,0,482,58,20.08,595,2,1,0,81
SR Patel,36,22,7,482,70,32.13,517,1,1,0,93.23
CD Wallace,28,24,1,482,58,20.95,527,1,4,0,91.46
DJ Reekers,19,19,0,481,104,25.31,411,3,0,1,117.03
TN de Grooth,34,32,4,480,97,17.14,774,1,1,0,62.01
DA Minors,20,20,2,478,68,26.55,791,1,3,0,60.42
BG Rogers,15,15,0,478,84,31.86,689,2,5,0,69.37
S Lee,45,35,8,477,47,17.66,500,3,0,0,95.4
SS Iyer,12,10,0,476,88,47.6,454,0,6,0,104.84
Karim Sadiq,24,22,2,475,114,23.75,587,3,0,2,80.91
MA Leask,34,28,6,474,59,21.54,437,1,3,0,108.46
CA Best,24,23,4,473,100,24.89,690,2,2,1,68.55
AJ Bichel,67,36,13,471,64,20.47,600,5,1,0,78.5
L Siaka,25,25,0,471,109,18.84,626,4,1,1,75.23
H Patel,23,23,1,468,62,21.27,584,3,2,0,80.13
MD Shanaka,22,19,1,468,68,26,404,1,3,0,115.84
CH Morris,42,27,4,467,62,20.3,465,0,1,0,100.43
ALF de Mel,57,41,9,466,36,14.56,595,6,0,0,78.31
AO Malhotra,20,19,4,457,65,30.46,645,0,1,0,70.85
Umar Gul,130,65,18,457,39,9.72,642,10,0,0,71.18
C Sharma,65,35,16,456,101,24,504,3,0,1,90.47
GEF Barnett,22,22,0,455,77,20.68,745,1,1,0,61.07
R Gunasekera,19,19,0,455,72,23.94,677,3,6,0,67.2
RR Hendricks,18,18,1,455,102,26.76,591,1,2,1,76.98
MD Dai,18,18,2,454,76,28.37,585,1,3,0,77.6
Minhajul Abedin,27,26,2,453,68,18.87,909,3,2,0,49.83
Mehrab Hossain,18,18,0,449,101,24.94,763,2,2,1,58.84
WIA Fernando,15,15,0,447,104,29.8,464,2,2,1,96.33
TE Blain,38,38,11,442,49,16.37,662,6,0,0,66.76
SAR Silva,20,20,0,441,85,22.05,838,1,3,0,52.62
MK Pandey,23,18,6,440,104,36.66,479,2,2,1,91.85
GR Viswanath,25,23,1,439,75,19.95,830,1,2,0,52.89
RL Chase,25,18,2,438,94,27.37,575,2,2,0,76.17
JP Maher,26,20,3,438,95,25.76,673,1,1,0,65.08
AH Omarshah,28,28,2,437,60,16.8,860,4,1,0,50.81
PL Taylor,83,47,25,437,54,19.86,583,4,1,0,74.95
DN Chudasama,20,19,0,434,122,22.84,685,2,1,1,63.35
CJ McDermott,138,78,17,432,37,7.08,492,15,0,0,87.8
CJO Smith,27,26,4,432,59,19.63,640,3,2,0,67.5
Shafiqullah,24,21,2,430,56,22.63,408,4,2,0,105.39
DR Pringle,44,30,12,425,49,23.61,616,1,0,0,68.99
MN van Wyk,17,17,1,425,82,26.56,617,2,4,0,68.88
AK Sharma,31,27,6,424,59,20.19,469,2,3,0,90.4
RC Russell,40,31,7,423,50,17.62,638,0,1,0,66.3
AS Hansra,24,22,4,421,70,23.38,725,2,2,0,58.06
S Prasanna,40,37,3,421,95,12.38,445,7,2,0,94.6
SMA Priyanjan,23,20,2,420,74,23.33,522,0,2,0,80.45
AR Adams,42,34,10,419,45,17.45,417,1,0,0,100.47
SR Waters,20,20,0,419,74,20.95,751,2,2,0,55.79
CO Browne,46,32,8,415,46,17.29,590,3,0,0,70.33
Farhad Reza,34,31,6,412,50,16.48,636,2,1,0,64.77
Usman Ghani,15,15,0,411,118,27.4,520,2,2,1,79.03
GB Brent,70,54,20,408,59,12,698,3,1,0,58.45
CB Lambert,12,12,0,407,119,33.91,540,1,2,1,75.37
RW Price,102,59,17,406,46,9.66,701,10,0,0,57.91
IR Bishop,84,44,19,405,33,16.2,776,3,0,0,52.19
EA Brandes,59,41,10,404,55,13.03,448,3,2,0,90.17
ID Blackwell,34,29,2,403,82,14.92,465,6,1,0,86.66
F Mutizwa,17,15,2,403,79,31,502,2,4,0,80.27
JP Bray,15,15,1,401,116,28.64,594,2,0,2,67.5
RG de Alwis,31,27,8,401,59,21.1,512,2,2,0,78.32
S Madan Lal,67,35,14,401,53,19.09,645,1,1,0,62.17
TBM de Leede,29,25,1,400,58,16.66,628,4,2,0,63.69
WS Jayantha,17,17,2,400,74,26.66,530,2,2,0,75.47
Mushtaq Ahmed,144,76,34,399,34,9.5,698,10,0,0,57.16
Sohail Tanvir,62,40,11,399,59,13.75,458,3,1,0,87.11
DR Chumney,21,21,2,397,48,20.89,595,0,0,0,66.72
Mohammad Naveed,39,34,10,397,45,16.54,323,2,0,0,122.91
IA Karim,9,9,0,396,112,44,522,0,1,2,75.86
AB Barath,14,14,1,394,113,30.3,612,2,1,1,64.37
Shoaib Akhtar,163,84,40,394,43,8.95,538,11,0,0,73.23
T Thushara,38,27,6,392,54,18.66,424,4,1,0,92.45
PJ Ongondo,79,62,19,391,36,9.09,621,9,0,0,62.96
Mirwais Ashraf,46,38,11,387,52,14.33,543,3,1,0,71.27
AF Giles,62,35,13,385,41,17.5,551,2,0,0,69.87
Hannan Sarkar,20,20,0,383,61,19.15,713,2,3,0,53.71
Sadiq Mohammad,19,19,1,383,74,21.27,755,0,2,0,50.72
Mehidy Hasan Miraz,38,24,4,381,51,19.05,498,0,1,0,76.5
MH Dekker,23,22,2,379,79,18.95,798,0,2,0,47.49
DM Wellham,17,17,2,379,97,25.26,699,0,1,0,54.22
S Bau,21,21,1,378,59,18.9,602,4,1,0,62.79
U Bhatti,36,30,8,378,46,17.18,513,2,0,0,73.68
GF Lawson,79,52,18,378,33,11.11,500,9,0,0,75.6
MR Ramprakash,18,18,4,376,51,26.85,544,0,1,0,69.11
Al Sahariar,29,29,1,374,62,13.35,709,6,2,0,52.75
CC Lewis,53,40,14,374,33,14.38,459,6,0,0,81.48
SMH Kirmani,49,31,13,373,48,20.72,616,2,0,0,60.55
DS de Silva,41,29,10,371,37,19.52,691,0,0,0,53.69
S Chattergoon,18,17,2,370,54,24.66,615,2,2,0,60.16
PJ Forrest,15,14,0,368,104,26.28,561,2,3,1,65.59
DW Steyn,125,51,12,365,60,9.35,562,8,1,0,64.94
WM Darling,18,18,1,363,74,21.35,679,0,1,0,53.46
Mohammad Amir,61,30,10,363,73,18.15,444,5,2,0,81.75
SP Narine,65,45,12,363,36,11,441,8,0,0,82.31
SS Karim,34,27,4,362,55,15.73,560,2,1,0,64.64
R Rampaul,92,40,11,362,86,12.48,472,3,1,0,76.69
Shahriar Hossain,20,19,0,362,95,19.05,682,4,2,0,53.07
SW Ambris,9,8,2,361,148,60.16,354,0,1,1,101.97
Asif Ali,18,14,1,361,52,27.76,280,0,3,0,128.92
DG Brownlie,16,15,1,361,63,25.78,486,0,1,0,74.27
Hazratullah Zazai,16,16,0,361,67,22.56,409,1,2,0,88.26
WK McCallan,39,28,10,361,50,20.05,419,5,1,0,86.15
RC Irani,31,30,5,360,53,14.4,549,7,1,0,65.57
Mushfiqur Rahman,28,25,3,360,49,16.36,690,4,0,0,52.17
BJ Patel,31,25,3,360,44,16.36,736,4,0,0,48.91
AD Brown,16,16,0,354,118,22.12,427,2,1,1,82.9
ADS Fletcher,25,25,0,354,54,14.16,549,3,2,0,64.48
Nasir Jamal,16,14,1,352,53,27.07,537,1,3,0,65.54
Wajahatullah Wasti,15,15,0,349,84,23.26,713,1,1,0,48.94
Aaron Jones,9,9,0,348,95,38.66,521,1,3,0,66.79
MA Starc,85,46,18,348,52,12.42,389,7,1,0,89.46
Zahid Fazal,19,18,3,348,98,23.2,584,0,2,0,59.58
RR Pant,15,13,0,346,71,26.61,328,1,1,0,105.48
RDB Croft,50,36,12,345,32,14.37,519,4,0,0,66.47
Ashfaq Ahmed,16,16,0,344,92,21.5,387,1,2,0,88.88
GP Wickramasinghe,134,64,24,344,32,8.6,543,12,0,0,63.35
DNT Zoysa,95,47,21,343,47,13.19,358,5,0,0,95.81
HH Kanitkar,34,27,8,339,57,17.84,512,2,1,0,66.21
M Vijay,17,16,0,339,72,21.18,506,0,1,0,66.99
BE Congdon,11,9,3,338,101,56.33,472,0,2,1,71.61
CM Old,32,25,7,338,51,18.77,401,4,1,0,84.28
Shadab Khan,43,22,9,337,54,25.92,491,2,3,0,68.63
MG Burgess,26,20,0,336,47,16.8,515,1,0,0,65.24
NM Hauritz,58,32,17,336,53,22.4,349,0,1,0,96.27
SD Outerbridge,23,23,0,336,56,14.6,612,4,1,0,54.9
Tapash Baisya,56,41,13,336,35,12,576,4,0,0,58.33
SS Pathirana,18,14,1,332,56,25.53,383,0,1,0,86.68
KA Edwards,16,16,2,331,123,23.64,494,3,0,1,67
Manjural Islam Rana,25,21,5,331,63,20.68,668,1,1,0,49.55
S Mukuddem,20,18,4,331,57,23.64,650,2,1,0,50.92
Adnan Mufti,18,16,4,330,57,27.5,409,0,1,0,80.68
Asif Iqbal,10,8,2,330,62,55,466,0,5,0,70.81
ZE Surkari,23,22,3,328,49,17.26,656,1,0,0,50
DJ Capel,23,19,2,327,50,19.23,479,0,1,0,68.26
MH Yardy,28,24,8,326,60,20.37,472,1,2,0,69.06
ML Nkala,50,35,5,324,47,10.8,526,5,0,0,61.59
Saeed Ajmal,113,70,24,324,33,7.04,535,11,0,0,60.56
RP Snell,42,28,8,322,63,16.1,330,1,2,0,97.57
KJJ van Noortwijk,9,9,2,322,134,46,428,1,1,1,75.23
Anwar Ali,22,16,5,321,43,29.18,367,0,0,0,87.46
CA Walsh,205,79,33,321,30,6.97,451,11,0,0,71.17
RB McCosker,14,14,0,320,95,22.85,623,2,2,0,51.36
DR Brown,25,24,6,319,50,17.72,481,3,1,0,66.32
HP Rinke,18,18,0,317,72,17.61,378,2,3,0,83.86
Faisal Iqbal,18,16,2,314,100,22.42,519,3,0,1,60.5
NAM McLean,45,34,8,314,50,12.07,383,7,1,0,81.98
Mohammad Sami,87,46,19,314,46,11.62,490,5,0,0,64.08
B Wood,13,12,2,314,78,31.4,647,1,2,0,48.53
VV Morea,13,13,1,313,65,26.08,460,1,3,0,68.04
RC Fredericks,12,12,0,311,105,25.91,440,0,1,1,70.68
BR Hartland,16,16,1,311,68,20.73,623,1,2,0,49.91
Chirag Suri,14,14,0,310,67,22.14,545,3,2,0,56.88
N Chopra,39,26,6,310,61,15.5,498,1,1,0,62.24
BC Hollioake,20,17,2,309,63,20.6,381,3,2,0,81.1
Nafees Iqbal,16,16,0,309,58,19.31,568,1,2,0,54.4
KAJ Roach,92,57,34,308,34,13.39,576,8,0,0,53.47
Ihsanullah,16,16,2,307,57,21.92,440,2,3,0,69.77
DM Benkenstein,23,20,3,305,69,17.94,463,3,1,0,65.87
TK Musakanda,15,15,1,304,60,21.71,382,1,1,0,79.58
LE Bosman,14,12,0,301,88,25.08,305,2,2,0,98.68
CMW Read,36,24,7,300,30,17.64,410,4,0,0,73.17
WKM Benjamin,85,52,12,298,31,7.45,406,10,0,0,73.39
GS Ballance,16,15,1,297,79,21.21,443,1,2,0,67.04
PA Nixon,19,18,4,297,49,21.21,347,2,0,0,85.59
Zahoor Elahi,14,14,1,297,86,22.84,507,3,3,0,58.57
CJA Amini,15,15,1,296,61,21.14,430,1,2,0,68.83
DN Crookes,32,23,3,296,54,14.8,412,3,1,0,71.84
AJ Pycroft,20,19,2,295,61,17.35,560,2,2,0,52.67
DR Tuffey,94,52,21,295,36,9.51,372,7,0,0,79.3
DL Murray,26,17,5,294,61,24.5,468,0,2,0,62.82
SJ Myburgh,13,13,1,294,56,24.5,339,2,2,0,86.72
JL Denly,13,11,0,293,67,26.63,447,0,2,0,65.54
SE Bond,82,40,22,292,31,16.22,384,2,0,0,76.04
P Kumar,68,33,12,292,54,13.9,331,2,1,0,88.21
SM Sharif,44,33,16,292,34,17.17,394,3,0,0,74.11
Tanwir Afzal,20,19,3,292,73,18.25,255,3,1,0,114.5
RN Lewis,28,21,5,291,49,18.18,367,1,0,0,79.29
DA Reeve,29,21,9,291,35,24.25,389,0,0,0,74.8
CS Pandit,36,23,9,290,33,20.71,400,2,0,0,72.5
Sanwar Hossain,27,27,2,290,52,11.6,597,2,1,0,48.57
SMSM Senanayake,49,33,11,290,42,13.18,311,6,0,0,93.24
JN Gillespie,97,39,16,289,44,12.56,368,8,0,0,78.53
IDR Bradshaw,62,34,11,287,37,12.47,480,6,0,0,59.79
KM Curran,11,11,0,287,73,26.09,430,1,2,0,66.74
LG Howell,12,12,0,287,68,23.91,388,1,4,0,73.96
MK Tiwary,12,12,1,287,104,26.09,403,0,1,1,71.21
D Lloyd,8,8,1,285,116,40.71,526,0,0,1,54.18
VJ Marks,34,24,3,285,44,13.57,434,0,0,0,65.66
